# step,rank,entropy,components,curvature,nabla_t
165.000000,16.000000,2.155717,1.000000,1780815129590403294137541043010073914426997212650348701028303326997905408.000000,5069929489208820707175317638372765713135386387575927419559085281902592.000000
166.000000,16.000000,2.155717,1.000000,26181281425798203465750379788857401140419841137105816621920812692538392576.000000,74537476339140676256245532616519985468816678263188906136610399580061696.000000
167.000000,16.000000,2.155717,1.000000,384913335210239977354717100849036300655777955131410586780383606176821018624.000000,1095840424273305630414883383079130521901449312542074856394522519142400000.000000
168.000000,16.000000,2.155717,1.000000,5658939000085427013301274359621836332657270574529629912778920600799516033024.000000,16110901453938525721029753196606615199265723623683192669628130148208345088.000000
169.000000,16.000000,2.155718,1.000000,83196884817558800374955169916987377499186515411654101197777395011409263198208.000000,236860301025244508815700282980487060146826458275495852630015320556843302912.000000
170.000000,16.000000,2.155718,1.000000,1223148298516712329473036110354878077784894647439330262742763201246333006512128.000000,3482287631372669516966233240119506576017394470586104129856147379746060107776.000000
171.000000,16.000000,2.155718,1.000000,17982545349444861926695781389408268087853756591355835991511013952863926856187904.000000,51196107774393126618709988622570713018177311452260668457242569173423777382400.000000
172.000000,16.000000,2.155718,1.000000,264376720776692315483320905161056736109420673324446259871582375979382340314988544.000000,752677962757723323876246024992307380782688873258081649575648135353112008327168.000000
173.000000,16.000000,2.155718,1.000000,3886827417551356261373271122503095718386245330678331866070760735314867445072658432.000000,11065764349006787835600933251311746953267999760383081237207507431837432092295168.000000
174.000000,16.000000,2.155718,1.000000,57143561265222686242287803265325327924074748301391049847826723673870788710205751296.000000,162687281427849199904928202764931443871475514702587805328346025587952698368458752.000000
175.000000,16.000000,2.155718,1.000000,840116176369340424463747075323009733848252613435224124348561750546942400979229736960.000000,2391804949130839526799678072962169330714117787156218144206980363746728979166396416.000000
176.000000,16.000000,2.155718,1.000000,12351263609419845390387551181961469373139474125344921201664115649320530600320085000192.000000,35163969681769645031330810451034442637571679556603237747590372670803208891222982656.000000
177.000000,16.000000,2.155718,1.000000,181586448230122890346104089363947086673223022176880572555587483763371099695701745991680.000000,516975564529581819290801278971109633717283915650413501027184948975331620539374501888.000000
178.000000,16.000000,2.155718,1.000000,2669657064365775605269381475761414387890510169644453466307546836081511191750919912947712.000000,7600499258712583302311943313377218961901962611272581037064659345705466887384730697728.000000
179.000000,16.000000,2.155718,1.000000,39248902685834611103525088699101117639002960243334010492929437652976966498890882459107328.000000,111741427231234845129614239699237508609518700360807961070435509074918404535155188301824.000000
180.000000,16.000000,2.155718,1.000000,577031552705205398725992318857315902340763733495294534725370060764187925084292535048732672.000000,1642806065715103724665619692236197483734881375295186548069935959725278201410996819460096.000000
